@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2}
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric

@data
1874,'2016/09/18 15:27:57:114',26,22.380466,0.646249,0.138212,0.174034,-0.157465,0.150637,0.0462,0.234195,0.121215,0.212574,0.09654,0.151829,0.150015,0.201453,320.195709,?,?,1,1
1875,'2016/09/18 15:27:57:196',26,25.453117,0.655364,0.115092,0.149147,-0.211121,0.125646,0.005321,0.219755,0.103689,0.209349,0.075292,0.142401,0.129207,0.199249,319.051514,?,?,1,1
1876,'2016/09/18 15:27:57:265',26,28.661512,0.683311,0.094837,0.124488,-0.263462,0.108259,-0.029786,0.215626,0.086283,0.209372,0.054256,0.133296,0.12091,0.198476,318.281891,?,?,1,1
1877,'2016/09/18 15:27:57:346',26,31.732145,0.739578,0.08451,0.065875,-0.261031,0.079708,-0.069749,0.204779,0.085144,0.192513,0.047487,0.12429,0.104643,0.199411,317.072662,?,?,1,1
1878,'2016/09/18 15:27:57:427',26,32.715763,0.746517,0.079717,0.055974,-0.24043,0.088039,-0.06193,0.211425,0.095433,0.195187,0.03681,0.12949,0.098136,0.202238,319.570953,?,?,1,1
1879,'2016/09/18 15:27:57:509',26,32.522839,0.73343,0.077776,0.052354,-0.218997,0.087991,-0.069782,0.21121,0.103088,0.195879,0.029868,0.137325,0.094238,0.194116,320.836578,?,?,1,1
1880,'2016/09/18 15:27:57:590',26,32.566238,0.750585,0.104116,0.072185,-0.193663,0.086746,-0.070228,0.208247,0.116204,0.204392,0.043444,0.150078,0.100781,0.199149,320.227875,?,?,1,1
1881,'2016/09/18 15:27:57:671',26,32.214333,0.744289,0.119718,0.079447,-0.19504,0.085984,-0.079395,0.206197,0.122386,0.214148,0.045735,0.152578,0.096477,0.192391,319.42337,?,?,1,1
1882,'2016/09/18 15:27:57:753',26,31.729099,0.751301,0.111999,0.077066,-0.191623,0.088326,-0.079039,0.212215,0.127357,0.210695,0.041661,0.156232,0.098121,0.188314,319.655334,?,?,1,1
1883,'2016/09/18 15:27:57:834',26,31.903555,0.757762,0.092035,0.080558,-0.202182,0.096161,-0.075731,0.231363,0.121216,0.209643,0.03001,0.158511,0.092925,0.190529,320.278625,?,?,1,1
1884,'2016/09/18 15:27:57:915',26,31.966335,0.760006,0.093051,0.072141,-0.212788,0.096635,-0.069157,0.23639,0.116038,0.210698,0.022782,0.161815,0.092563,0.191767,320.700806,?,?,1,1
1885,'2016/09/18 15:27:57:985',26,32.238182,0.764837,0.092882,0.073637,-0.208352,0.097011,-0.071486,0.246665,0.114968,0.208126,0.019826,0.155707,0.098244,0.192964,321.40509,?,?,1,1
1886,'2016/09/18 15:27:58:066',26,32.073029,0.767073,0.088846,0.073186,-0.214237,0.099163,-0.074094,0.246187,0.115917,0.204711,0.018879,0.155629,0.093022,0.191805,321.328918,?,?,1,1
1887,'2016/09/18 15:27:58:147',26,32.127567,0.770047,0.084472,0.076726,-0.214819,0.090918,-0.069134,0.252224,0.117595,0.20101,0.011856,0.151433,0.093495,0.19784,321.671631,?,?,1,1
1888,'2016/09/18 15:27:58:229',26,31.843828,0.773206,0.083551,0.074756,-0.213042,0.08838,-0.066794,0.253286,0.113716,0.201367,0.009169,0.156888,0.092476,0.197171,321.804169,?,?,1,1
1889,'2016/09/18 15:27:58:310',26,31.869053,0.779733,0.075656,0.076085,-0.215168,0.086014,-0.0628,0.256479,0.111601,0.202503,0.007676,0.159265,0.09109,0.200822,321.672089,?,?,1,1
1890,'2016/09/18 15:27:58:391',26,31.937534,0.764232,0.049164,0.062074,-0.229261,0.077992,-0.075031,0.249808,0.10584,0.20729,-0.008817,0.163355,0.075116,0.18922,321.260895,?,?,1,1
1891,'2016/09/18 15:27:58:473',26,31.767038,0.779094,0.038932,0.0685,-0.222396,0.078233,-0.070767,0.241678,0.10035,0.204016,-0.00984,0.172633,0.079537,0.195351,320.992065,?,?,1,1
1892,'2016/09/18 15:27:58:554',26,31.400106,0.787225,0.028171,0.064155,-0.221867,0.080334,-0.060206,0.246454,0.099083,0.205289,-0.01457,0.172276,0.073999,0.198228,321.18811,?,?,1,1
1893,'2016/09/18 15:27:58:635',26,31.066628,0.787091,0.033859,0.044844,-0.208799,0.080256,-0.059416,0.243748,0.099966,0.201232,-0.014947,0.175889,0.076774,0.200851,321.405945,?,?,1,1
1894,'2016/09/18 15:27:58:704',26,30.833136,0.792505,0.021023,0.038618,-0.201147,0.077748,-0.056426,0.235808,0.103625,0.204495,-0.015738,0.189619,0.070833,0.198707,320.465942,?,?,1,1
1895,'2016/09/18 15:27:58:786',26,30.334705,0.810683,0.0165,0.030724,-0.207718,0.084434,-0.051894,0.233014,0.104154,0.205213,-0.020812,0.207349,0.063658,0.197811,319.802917,?,?,1,1
1896,'2016/09/18 15:27:58:867',26,30.115746,0.8323,0.01333,0.028583,-0.207485,0.083227,-0.053323,0.238982,0.104541,0.207947,-0.026734,0.216226,0.068049,0.200779,319.417511,?,?,1,1
1897,'2016/09/18 15:27:58:948',26,29.516056,0.850561,0.003466,0.031672,-0.213113,0.094013,-0.063461,0.243203,0.099155,0.209261,-0.029799,0.230054,0.068221,0.19127,319.153351,?,?,1,1
1898,'2016/09/18 15:27:59:030',26,29.511662,0.874416,-0.003293,0.034835,-0.228482,0.093554,-0.070842,0.244027,0.094326,0.208238,-0.02086,0.232715,0.064636,0.188668,318.770996,?,?,1,1
1899,'2016/09/18 15:27:59:111',26,28.996128,0.906442,-0.011783,0.033651,-0.232939,0.090883,-0.073748,0.246446,0.092553,0.202576,-0.016467,0.237342,0.068671,0.186615,318.15152,?,?,1,1
1900,'2016/09/18 15:27:59:192',26,28.366985,0.928779,-0.020019,0.035573,-0.242434,0.09541,-0.075591,0.268013,0.093933,0.190108,-0.012261,0.231133,0.064468,0.185204,318.369171,?,?,1,1
1901,'2016/09/18 15:27:59:274',26,27.438631,0.950514,-0.022423,0.035897,-0.257197,0.096347,-0.075297,0.277738,0.09864,0.187832,-0.014025,0.219345,0.060857,0.182382,318.55423,?,?,1,1
1902,'2016/09/18 15:27:59:355',26,26.310818,0.970368,-0.039726,0.029062,-0.259184,0.105987,-0.066493,0.26572,0.098175,0.187687,-0.01362,0.216384,0.067983,0.179257,321.30545,?,?,1,1
1903,'2016/09/18 15:28:13:913',27,2.620018,0.606265,0.240469,0.30418,0.310807,0.27518,0.202188,0.21545,0.194262,0.200428,0.257835,0.257581,0.214097,0.190716,778.712708,?,?,2,2
1904,'2016/09/18 15:28:13:994',27,4.963192,0.669991,0.204216,0.297167,0.338373,0.296015,0.154397,0.194623,0.185593,0.18761,0.25209,0.26523,0.219554,0.182832,705.494751,?,?,2,2
1905,'2016/09/18 15:28:14:145',27,9.170874,0.807015,0.125693,0.274777,0.386554,0.358969,0.044997,0.166203,0.147587,0.179413,0.270507,0.268295,0.215034,0.173042,594.669983,?,?,2,2
1906,'2016/09/18 15:28:14:227',27,11.045989,0.883168,0.092393,0.273062,0.412362,0.388969,-0.013356,0.148467,0.119963,0.168114,0.272232,0.278425,0.215676,0.174687,557.863464,?,?,2,2
1907,'2016/09/18 15:28:14:308',27,13.154788,0.97279,0.067136,0.273835,0.440662,0.422978,-0.065131,0.131661,0.095818,0.148086,0.27314,0.284064,0.217968,0.16404,520.504822,?,?,2,2
1908,'2016/09/18 15:28:14:470',27,16.93429,1.148375,0.001369,0.278419,0.484678,0.479111,-0.172164,0.098187,0.04819,0.124377,0.280827,0.30142,0.203112,0.162023,593.687378,?,?,2,2
1909,'2016/09/18 15:28:14:552',27,18.756268,1.240538,-0.026643,0.282089,0.509831,0.512623,-0.219929,0.083326,0.022094,0.113146,0.276432,0.322473,0.196504,0.159852,751.660767,?,?,2,2
1910,'2016/09/18 15:28:14:947',27,18.867401,1.376813,-0.069607,0.284735,0.528164,0.56101,-0.266023,0.079614,-0.017927,0.098374,0.252477,0.372008,0.148161,0.196248,1068.434326,?,?,2,2
1911,'2016/09/18 15:28:15:027',27,18.715405,1.399603,-0.076635,0.284232,0.531705,0.559962,-0.256006,0.072355,-0.00756,0.093779,0.252078,0.371626,0.147423,0.189492,1225.579102,?,?,2,2
1912,'2016/09/18 15:28:15:109',27,18.248716,1.409402,-0.077117,0.281476,0.537092,0.552202,-0.244554,0.075387,-0.013574,0.098699,0.250905,0.379733,0.139972,0.196857,1189.033936,?,?,2,2
1913,'2016/09/18 15:28:15:353',27,18.019201,1.452081,-0.085463,0.257684,0.545048,0.537096,-0.22835,0.069602,-0.001194,0.089966,0.243167,0.408146,0.120415,0.200877,954.263306,?,?,2,2
1914,'2016/09/18 15:28:15:434',27,18.016537,1.469397,-0.091315,0.252239,0.546699,0.543979,-0.221498,0.052441,0.004677,0.087769,0.240816,0.414956,0.12458,0.190255,733.626221,?,?,2,2
1915,'2016/09/18 15:28:15:585',27,17.850126,1.507124,-0.097877,0.239594,0.556835,0.543635,-0.216948,0.045021,0.016392,0.077327,0.23962,0.420167,0.128543,0.180505,508.075562,?,?,2,2
1916,'2016/09/18 15:28:15:747',27,18.226101,1.538205,-0.113216,0.252936,0.553694,0.545969,-0.217129,0.037896,0.030449,0.067253,0.239787,0.406376,0.154743,0.151556,785.70459,?,?,2,2
1917,'2016/09/18 15:28:15:829',27,18.282866,1.538637,-0.105505,0.247905,0.551783,0.549336,-0.22612,0.047107,0.033471,0.066376,0.237223,0.407412,0.154816,0.148253,829.378845,?,?,2,2
1918,'2016/09/18 15:28:15:910',27,18.431644,1.541518,-0.099081,0.249597,0.544552,0.560423,-0.225719,0.043337,0.045708,0.060364,0.235545,0.402935,0.15417,0.141549,837.955933,?,?,2,2
1919,'2016/09/18 15:28:15:991',27,18.757353,1.551375,-0.098847,0.25087,0.543292,0.568921,-0.227238,0.037361,0.054435,0.05531,0.232435,0.391938,0.165793,0.132771,866.51825,?,?,2,2
1920,'2016/09/18 15:28:16:072',27,18.631054,1.55986,-0.10234,0.254151,0.539445,0.573593,-0.223304,0.036687,0.061408,0.046918,0.235718,0.379183,0.175679,0.129848,875.941589,?,?,2,2
1921,'2016/09/18 15:28:16:154',27,18.527315,1.571015,-0.099466,0.253036,0.540291,0.580121,-0.223827,0.032246,0.070853,0.038321,0.237455,0.373405,0.180481,0.122788,887.532349,?,?,2,2
1922,'2016/09/18 15:28:16:235',27,18.626165,1.567938,-0.10667,0.263523,0.533339,0.584848,-0.220025,0.033141,0.079997,0.029548,0.233612,0.373295,0.180822,0.118769,1114.567993,?,?,2,2
1923,'2016/09/18 15:28:16:304',27,18.480072,1.554375,-0.10296,0.271954,0.527477,0.603516,-0.225058,0.033442,0.082566,0.021087,0.237492,0.368003,0.191263,0.107712,1308.91394,?,?,2,2
1924,'2016/09/18 15:28:16:386',27,18.456573,1.556759,-0.095148,0.279535,0.52216,0.611052,-0.220405,0.021859,0.090957,0.019014,0.235034,0.363733,0.196426,0.102892,1333.919678,?,?,2,2
1925,'2016/09/18 15:28:16:467',27,17.946688,1.551585,-0.083278,0.285976,0.529172,0.612915,-0.214806,0.014071,0.095369,0.020135,0.236744,0.371351,0.190302,0.097199,1084.89563,?,?,2,2
1926,'2016/09/18 15:28:17:268',27,6.88737,0.884408,0.170097,0.348364,0.376299,0.362656,0.115118,0.162386,0.155248,0.160824,0.235083,0.265341,0.197455,0.160249,107.0028,?,?,2,2
1927,'2016/09/18 15:28:17:431',27,10.652377,0.919814,0.123383,0.324385,0.36377,0.384923,0.037194,0.168295,0.13554,0.134697,0.232506,0.268124,0.220015,0.169712,372.092651,?,?,2,2
1928,'2016/09/18 15:28:17:512',27,12.607042,0.968544,0.086959,0.321348,0.374073,0.415037,-0.004351,0.158617,0.130154,0.127095,0.226854,0.271203,0.227048,0.1686,408.598389,?,?,2,2
1929,'2016/09/18 15:28:17:593',27,14.677229,1.045883,0.05171,0.329211,0.385286,0.44438,-0.042481,0.154907,0.122522,0.108664,0.227298,0.276119,0.238668,0.163119,408.421295,?,?,2,2
1930,'2016/09/18 15:28:17:674',27,16.868921,1.134913,0.025146,0.313433,0.403788,0.47337,-0.091746,0.158388,0.100023,0.09768,0.219758,0.285087,0.240708,0.156566,437.505646,?,?,2,2
1931,'2016/09/18 15:28:17:744',27,19.310535,1.223621,-0.008984,0.307061,0.43059,0.503041,-0.139667,0.149113,0.082548,0.096269,0.218357,0.29872,0.247213,0.150703,466.323151,?,?,2,2
1932,'2016/09/18 15:28:17:825',27,21.695862,1.310986,-0.047882,0.296879,0.448981,0.526207,-0.192579,0.136829,0.057997,0.08575,0.21114,0.304216,0.251703,0.143704,495.349823,?,?,2,2
1933,'2016/09/18 15:28:17:907',27,23.952284,1.394707,-0.092556,0.287865,0.468165,0.561346,-0.244386,0.113477,0.0343,0.069077,0.211932,0.314604,0.252543,0.137594,495.19751,?,?,2,2
1934,'2016/09/18 15:28:18:151',27,23.356998,1.447195,-0.108963,0.287746,0.50203,0.571672,-0.251094,0.11211,0.018978,0.084092,0.192231,0.326715,0.245769,0.118487,223.800003,?,?,2,2
1935,'2016/09/18 15:28:18:232',27,22.634182,1.464802,-0.108973,0.281939,0.51103,0.56425,-0.249034,0.119125,0.012515,0.085351,0.187874,0.339326,0.24182,0.115533,223.882034,?,?,2,2
1936,'2016/09/18 15:28:18:313',27,22.702984,1.467335,-0.104078,0.281869,0.516253,0.568257,-0.248069,0.117571,0.004642,0.083658,0.187223,0.342381,0.238556,0.113843,216.33197,?,?,2,2
1937,'2016/09/18 15:28:18:395',27,22.507584,1.47298,-0.09622,0.279537,0.529646,0.570031,-0.252063,0.113047,0.007286,0.086007,0.183406,0.351044,0.227577,0.11302,216.574097,?,?,2,2
1938,'2016/09/18 15:28:18:464',27,22.306263,1.478059,-0.104738,0.288404,0.533139,0.568843,-0.249273,0.100672,0.021541,0.074879,0.192572,0.35229,0.22181,0.114161,216.251633,?,?,2,2
1939,'2016/09/18 15:28:18:545',27,21.901728,1.483263,-0.107858,0.293264,0.538159,0.571045,-0.24507,0.089115,0.033234,0.064516,0.195396,0.362878,0.210484,0.12079,216.396851,?,?,2,2
1940,'2016/09/18 15:28:18:627',27,21.74728,1.492384,-0.111876,0.297351,0.543082,0.577011,-0.253149,0.087123,0.038543,0.06355,0.196024,0.36554,0.20909,0.112286,419.417328,?,?,2,2
1941,'2016/09/18 15:28:18:789',27,21.41774,1.5147,-0.101536,0.281419,0.55183,0.573269,-0.255585,0.079721,0.050903,0.052924,0.197407,0.372724,0.197336,0.11597,448.26944,?,?,2,2
1942,'2016/09/18 15:28:18:870',27,21.221582,1.525838,-0.102868,0.28071,0.551699,0.573808,-0.24541,0.069924,0.057296,0.044986,0.204313,0.378071,0.18694,0.120626,677.845581,?,?,2,2
1943,'2016/09/18 15:28:18:952',27,20.905684,1.523757,-0.099677,0.276259,0.552916,0.565372,-0.236706,0.065432,0.061909,0.047664,0.202651,0.37937,0.187345,0.115672,668.416016,?,?,2,2
1944,'2016/09/18 15:28:19:114',27,20.60043,1.541699,-0.105281,0.282219,0.547627,0.561673,-0.233006,0.053407,0.075934,0.049072,0.204964,0.370158,0.200617,0.097672,647.456421,?,?,2,2
1945,'2016/09/18 15:28:19:196',27,20.662106,1.55589,-0.111157,0.28038,0.549518,0.55575,-0.226851,0.054995,0.068713,0.050738,0.206652,0.364049,0.208442,0.090627,676.146606,?,?,2,2
1946,'2016/09/18 15:28:19:265',27,20.8909,1.572361,-0.109295,0.272485,0.557541,0.554766,-0.221635,0.048996,0.061527,0.059116,0.200626,0.361748,0.220177,0.080587,676.18866,?,?,2,2
1947,'2016/09/18 15:28:19:346',27,21.04443,1.585328,-0.107491,0.263382,0.554618,0.55793,-0.22552,0.050793,0.059843,0.06258,0.199613,0.353644,0.231313,0.069988,675.975098,?,?,2,2
1948,'2016/09/18 15:28:19:428',27,20.518854,1.590542,-0.105693,0.257451,0.559245,0.554751,-0.213888,0.04713,0.060665,0.061773,0.201127,0.358581,0.233225,0.073376,443.893707,?,?,2,2
1949,'2016/09/18 15:28:19:509',27,20.37228,1.589972,-0.102701,0.255155,0.557629,0.558689,-0.208038,0.040827,0.061451,0.065264,0.195507,0.364788,0.229971,0.073357,443.787018,?,?,2,2
1950,'2016/09/18 15:28:19:590',27,20.249464,1.604173,-0.112622,0.263887,0.550684,0.56269,-0.20818,0.041622,0.063548,0.062817,0.196164,0.361426,0.238291,0.065338,443.737701,?,?,2,2
1951,'2016/09/18 15:28:19:671',27,20.028988,1.612824,-0.122002,0.270456,0.552888,0.557382,-0.204028,0.040825,0.064124,0.063904,0.192631,0.359737,0.247697,0.055712,225.154907,?,?,2,2
1952,'2016/09/18 15:28:19:753',27,19.898056,1.624667,-0.130797,0.275228,0.546356,0.559728,-0.200023,0.036902,0.068438,0.059902,0.195145,0.362983,0.243908,0.058087,225.127731,?,?,2,2
1953,'2016/09/18 15:28:19:834',27,19.756617,1.631484,-0.129262,0.274574,0.546586,0.555754,-0.190977,0.03207,0.070462,0.059009,0.195215,0.363766,0.238836,0.06234,253.873108,?,?,2,2
1954,'2016/09/18 15:28:19:903',27,19.750959,1.642509,-0.128771,0.272675,0.549613,0.554605,-0.185341,0.025925,0.076112,0.057125,0.191402,0.366819,0.231701,0.067623,460.721497,?,?,2,2
1955,'2016/09/18 15:28:19:985',27,19.566216,1.643769,-0.122306,0.273138,0.543497,0.554495,-0.18259,0.020738,0.081063,0.058305,0.189096,0.370962,0.226533,0.068958,460.494507,?,?,2,2
1956,'2016/09/18 15:28:20:066',27,19.20026,1.642105,-0.11105,0.2771,0.536195,0.556586,-0.177033,0.016974,0.085698,0.058794,0.190553,0.370507,0.21283,0.076935,460.108398,?,?,2,2
1957,'2016/09/18 15:28:20:148',27,19.275444,1.641886,-0.098249,0.287822,0.538426,0.55696,-0.171006,0.01305,0.079677,0.060611,0.194033,0.363754,0.206443,0.077755,460.585693,?,?,2,2
1958,'2016/09/18 15:28:20:229',27,19.673676,1.640229,-0.076569,0.294915,0.527624,0.562366,-0.167057,0.005125,0.074158,0.066976,0.19206,0.357214,0.192405,0.083558,489.723694,?,?,2,2
1959,'2016/09/18 15:28:20:310',27,20.060333,1.638198,-0.062712,0.309979,0.520696,0.566856,-0.164964,0.006553,0.063808,0.067499,0.201047,0.33894,0.187184,0.077925,517.284485,?,?,2,2
1960,'2016/09/18 15:28:20:392',27,20.492046,1.630368,-0.039701,0.323787,0.512929,0.574452,-0.155527,0.004027,0.053511,0.06587,0.209548,0.327223,0.179342,0.076115,517.709473,?,?,2,2
1961,'2016/09/18 15:28:20:472',27,20.316858,1.615865,-0.019297,0.337284,0.515762,0.574611,-0.147958,0.007029,0.041509,0.066988,0.201663,0.324403,0.169446,0.075473,536.520935,?,?,2,2
1962,'2016/09/18 15:28:20:554',27,19.616169,1.575494,0.025413,0.368866,0.510168,0.579993,-0.134532,0.013923,0.037357,0.077816,0.202064,0.314158,0.162916,0.074721,537.966492,?,?,2,2
1963,'2016/09/18 15:28:21:668',27,5.375518,0.822977,0.142314,0.258022,0.320446,0.282316,0.134985,0.191139,0.154604,0.188373,0.262266,0.329253,0.208585,0.188462,110.615425,?,?,2,2
1964,'2016/09/18 15:28:21:750',27,8.341255,0.860655,0.136753,0.2715,0.336279,0.305576,0.095352,0.18289,0.149694,0.192758,0.264915,0.350561,0.19799,0.187668,113.564484,?,?,2,2
1965,'2016/09/18 15:28:21:831',27,11.510153,0.894683,0.112841,0.286731,0.349976,0.336679,0.051332,0.180018,0.137869,0.191988,0.259745,0.362727,0.185032,0.189995,116.72139,?,?,2,2
1966,'2016/09/18 15:28:21:994',27,17.356264,0.970398,0.092534,0.324637,0.381184,0.391725,-0.023058,0.170898,0.121788,0.185412,0.258311,0.383994,0.166678,0.192786,122.496773,?,?,2,2
1967,'2016/09/18 15:28:22:074',27,20.347429,1.018044,0.074396,0.327701,0.394412,0.40961,-0.066308,0.167463,0.105547,0.184135,0.256276,0.394472,0.155635,0.18984,125.380646,?,?,2,2
1968,'2016/09/18 15:28:22:144',27,23.284332,1.079858,0.040795,0.333463,0.421926,0.432835,-0.107472,0.162056,0.093656,0.182695,0.255724,0.413431,0.147607,0.18655,128.417999,?,?,2,2
1969,'2016/09/18 15:28:22:225',27,26.426813,1.147271,0.006696,0.342673,0.440124,0.455217,-0.153829,0.149031,0.075708,0.175224,0.253854,0.430868,0.13071,0.177615,131.586914,?,?,2,2
1970,'2016/09/18 15:28:22:388',27,30.548155,1.185103,-0.032131,0.361306,0.46842,0.484091,-0.202415,0.135029,0.062034,0.164385,0.263201,0.432384,0.120084,0.17277,137.74472,?,?,2,2
1971,'2016/09/18 15:28:22:469',27,30.785976,1.181798,-0.042378,0.358539,0.473338,0.482104,-0.205606,0.131741,0.064217,0.162481,0.265905,0.426483,0.119369,0.170171,137.910187,?,?,2,2
1972,'2016/09/18 15:28:22:550',27,30.797283,1.189738,-0.048805,0.367692,0.477042,0.48257,-0.2083,0.13225,0.06257,0.15484,0.265781,0.41976,0.115188,0.165159,138.138229,?,?,2,2
1973,'2016/09/18 15:28:22:632',27,30.583107,1.19388,-0.04545,0.36766,0.487016,0.476438,-0.203807,0.131477,0.058811,0.156313,0.260813,0.420859,0.11593,0.161821,138.05011,?,?,2,2
1974,'2016/09/18 15:28:22:713',27,30.464699,1.214307,-0.054193,0.36933,0.495826,0.470172,-0.202545,0.124146,0.058773,0.157155,0.261411,0.419946,0.113085,0.152629,443.867676,?,?,2,2
1975,'2016/09/18 15:28:22:794',27,30.410921,1.230281,-0.059444,0.374448,0.49566,0.47804,-0.208364,0.133419,0.051268,0.161853,0.253269,0.422369,0.109975,0.150664,443.883423,?,?,2,2
1976,'2016/09/18 15:28:22:864',27,30.422569,1.228449,-0.065803,0.381875,0.497377,0.486526,-0.211061,0.12925,0.057038,0.15715,0.257716,0.420369,0.10764,0.14696,444.043701,?,?,2,2
1977,'2016/09/18 15:28:22:945',27,30.480463,1.232173,-0.069749,0.393995,0.490855,0.494805,-0.214073,0.129278,0.058712,0.153147,0.257102,0.416663,0.102466,0.14618,444.02597,?,?,2,2
1978,'2016/09/18 15:28:23:027',27,30.236345,1.232753,-0.063133,0.395812,0.493278,0.497116,-0.210705,0.128449,0.06421,0.150226,0.258806,0.411599,0.104193,0.140461,443.874634,?,?,2,2
1979,'2016/09/18 15:28:23:108',27,29.958635,1.235284,-0.062501,0.403304,0.494087,0.505886,-0.207554,0.131384,0.066328,0.153111,0.252692,0.415178,0.09793,0.138633,443.582001,?,?,2,2
1980,'2016/09/18 15:28:23:189',27,29.875006,1.238585,-0.066563,0.409921,0.489047,0.514276,-0.212707,0.135473,0.066243,0.152603,0.252136,0.413832,0.096071,0.136861,443.593689,?,?,2,2
1981,'2016/09/18 15:28:23:271',27,29.516056,1.253131,-0.072712,0.418265,0.484488,0.524216,-0.214258,0.142566,0.068515,0.154137,0.247824,0.414891,0.093014,0.138355,443.310944,?,?,2,2
1982,'2016/09/18 15:28:23:352',27,29.164738,1.25833,-0.071843,0.417452,0.486523,0.528533,-0.208901,0.140991,0.074273,0.154531,0.243287,0.414925,0.090436,0.138605,443.06665,?,?,2,2
1983,'2016/09/18 15:28:23:433',27,28.842113,1.265786,-0.07873,0.428958,0.4722,0.541233,-0.211312,0.141975,0.089567,0.145549,0.250712,0.403367,0.095565,0.132571,442.845123,?,?,2,2
1984,'2016/09/18 15:28:23:514',27,28.797121,1.255827,-0.081237,0.436698,0.461438,0.55367,-0.219078,0.142601,0.095357,0.142302,0.252233,0.399855,0.094231,0.134143,137.46402,?,?,2,2
1985,'2016/09/18 15:28:23:665',27,28.141592,1.283643,-0.091286,0.454092,0.461747,0.557891,-0.221024,0.128038,0.113469,0.127919,0.26459,0.389428,0.095512,0.127263,137.586151,?,?,2,2
1986,'2016/09/18 15:28:23:746',27,27.735146,1.306632,-0.101276,0.462247,0.467172,0.558253,-0.218642,0.118148,0.118458,0.127032,0.270316,0.382732,0.101592,0.120109,334.646759,?,?,2,2
1987,'2016/09/18 15:28:23:828',27,27.313919,1.32618,-0.107996,0.468997,0.474167,0.558511,-0.218719,0.111656,0.119636,0.124568,0.274719,0.378168,0.105767,0.116783,590.144714,?,?,2,2
1988,'2016/09/18 15:28:23:909',27,26.962448,1.363699,-0.122491,0.476047,0.485566,0.557985,-0.21477,0.098626,0.120983,0.117396,0.281885,0.372409,0.109884,0.112588,877.083801,?,?,2,2
1989,'2016/09/18 15:28:23:990',27,26.422791,1.393094,-0.132952,0.485786,0.490301,0.563343,-0.214794,0.094122,0.125262,0.117287,0.285019,0.36792,0.109436,0.109219,1155.682861,?,?,2,2
1990,'2016/09/18 15:28:24:072',27,26.055696,1.418476,-0.138184,0.491894,0.504819,0.56349,-0.215487,0.083727,0.122611,0.115418,0.290194,0.364411,0.110935,0.1029,1155.78064,?,?,2,2
1991,'2016/09/18 15:28:24:153',27,25.622822,1.437252,-0.141121,0.500338,0.51248,0.566075,-0.218301,0.075982,0.117482,0.119422,0.295454,0.35613,0.114683,0.098465,1394.782593,?,?,2,2
1992,'2016/09/18 15:28:24:234',27,25.02989,1.457344,-0.132757,0.496615,0.541853,0.562003,-0.213465,0.061106,0.113716,0.126466,0.294674,0.360727,0.106737,0.100021,1394.901123,?,?,2,2
1993,'2016/09/18 15:28:24:303',27,24.154797,1.487995,-0.128139,0.500062,0.563691,0.560863,-0.208682,0.057478,0.113086,0.133286,0.294757,0.354018,0.11156,0.094209,1394.56189,?,?,2,2
1994,'2016/09/18 15:28:24:385',27,23.455078,1.500284,-0.118338,0.493768,0.588423,0.558744,-0.201362,0.048191,0.108839,0.136233,0.29754,0.353988,0.113162,0.09285,1598.131836,?,?,2,2
1995,'2016/09/18 15:28:24:466',27,22.745565,1.505835,-0.111061,0.497766,0.582932,0.569121,-0.207148,0.05268,0.102123,0.150041,0.288882,0.35057,0.110968,0.097047,1598.339966,?,?,2,2
1996,'2016/09/18 15:28:24:547',27,22.012531,1.502028,-0.093483,0.499367,0.590795,0.574372,-0.211163,0.050216,0.108236,0.157606,0.283611,0.348374,0.109156,0.0944,1401.284546,?,?,2,2
1997,'2016/09/18 15:28:24:629',27,21.183281,1.509103,-0.076245,0.512896,0.588426,0.584261,-0.220808,0.049742,0.107538,0.173545,0.278019,0.346355,0.103796,0.093834,1145.861694,?,?,2,2
1998,'2016/09/18 15:28:24:710',27,19.892864,1.487815,-0.020274,0.519304,0.588949,0.584182,-0.213165,0.052055,0.11355,0.1891,0.2732,0.336687,0.101815,0.09993,859.091614,?,?,2,2
1999,'2016/09/18 15:28:25:511',27,7.302722,0.855065,0.165078,0.356137,0.369876,0.338143,0.100613,0.173597,0.13327,0.185552,0.267076,0.287388,0.190231,0.176156,136.952576,?,?,2,2
2000,'2016/09/18 15:28:25:593',27,9.762163,0.867893,0.136775,0.340071,0.36403,0.340624,0.090818,0.175096,0.131608,0.178052,0.273673,0.298824,0.19292,0.173346,136.396881,?,?,2,2
2001,'2016/09/18 15:28:25:673',27,12.543036,0.895601,0.124433,0.348627,0.382188,0.356226,0.06789,0.173414,0.135469,0.169849,0.281292,0.322976,0.198536,0.173337,136.38945,?,?,2,2
