@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2}
@attribute outputs-2 numeric
@attribute outputs-3 {0,1,2,3,4,5}
@attribute outputs-4 numeric

@data
918,'2016/09/18 15:12:10:816',12,15.499334,1.164347,0.034312,-0.124259,-0.186255,-0.009436,0.134651,0.363885,0.407635,0.414859,0.327468,0.206974,0.067353,0.025027,832.733093,?,0,?,?
919,'2016/09/18 15:12:10:898',12,14.976727,1.159517,0.041996,-0.112189,-0.17995,-0.004231,0.153148,0.374759,0.4203,0.419459,0.323574,0.207128,0.070231,0.028922,834.418457,?,0,?,?
920,'2016/09/18 15:12:12:105',12,2.900083,0.750181,0.171268,0.24332,0.267029,0.236532,0.240322,0.2619,0.222851,0.216894,0.243125,0.230674,0.184801,0.179906,850.576294,?,0,?,?
921,'2016/09/18 15:12:12:186',12,4.714171,0.813008,0.200543,0.224325,0.218955,0.23397,0.240303,0.281982,0.2427,0.221373,0.232345,0.223274,0.176209,0.156891,855.652771,?,0,?,?
922,'2016/09/18 15:12:12:256',12,6.420802,0.881335,0.184959,0.200667,0.195005,0.223162,0.22682,0.311807,0.260886,0.225352,0.23342,0.21268,0.164043,0.14311,860.378967,?,0,?,?
923,'2016/09/18 15:12:12:337',12,7.978201,0.909884,0.184855,0.160959,0.156278,0.210218,0.19957,0.340024,0.276297,0.261056,0.233817,0.197582,0.140976,0.127315,863.273315,?,0,?,?
924,'2016/09/18 15:12:12:419',12,9.561048,0.950847,0.154711,0.125156,0.120387,0.191343,0.183724,0.352548,0.308138,0.296459,0.252709,0.199421,0.118467,0.105192,863.678162,?,0,?,?
925,'2016/09/18 15:12:12:500',12,11.369084,1.007176,0.126867,0.077562,0.069403,0.15935,0.160576,0.361578,0.328475,0.320632,0.262383,0.190784,0.091268,0.084662,864.425232,?,0,?,?
926,'2016/09/18 15:12:12:581',12,12.922228,1.071922,0.105097,0.032324,0.025852,0.14164,0.153738,0.37546,0.34204,0.342288,0.274684,0.182863,0.070388,0.061116,864.678467,?,0,?,?
927,'2016/09/18 15:12:12:662',12,14.897616,1.145886,0.081529,-0.015664,-0.026632,0.118044,0.129164,0.381423,0.359583,0.355015,0.276707,0.178966,0.054615,0.03568,865.002319,?,0,?,?
928,'2016/09/18 15:12:12:744',12,16.792267,1.2035,0.039498,-0.077652,-0.08375,0.097342,0.114075,0.392875,0.380909,0.381801,0.288606,0.177221,0.043209,0.00951,865.69397,?,0,?,?
929,'2016/09/18 15:12:12:825',12,18.302984,1.232887,0.016697,-0.089884,-0.099473,0.096721,0.107905,0.396241,0.381818,0.391316,0.292692,0.176426,0.039517,0.008696,868.055664,?,0,?,?
930,'2016/09/18 15:12:12:906',12,17.571419,1.201739,-0.001942,-0.100917,-0.103245,0.097329,0.109007,0.390564,0.372718,0.392259,0.296322,0.176718,0.041281,0.02071,866.354492,?,0,?,?
931,'2016/09/18 15:12:12:988',12,16.805758,1.178937,-0.006456,-0.115724,-0.11975,0.081377,0.112103,0.376398,0.365121,0.395058,0.299307,0.182124,0.045715,0.028598,864.931946,?,0,?,?
932,'2016/09/18 15:12:13:057',12,16.123896,1.151046,-0.006587,-0.122782,-0.126053,0.078403,0.123498,0.369255,0.375984,0.40232,0.300777,0.185982,0.038174,0.019235,863.939697,?,0,?,?
933,'2016/09/18 15:12:13:138',12,15.520704,1.158591,-0.025309,-0.116637,-0.122656,0.071452,0.139327,0.360719,0.387812,0.392993,0.309679,0.190224,0.039527,0.01451,865.170654,?,0,?,?
934,'2016/09/18 15:12:13:219',12,15.232445,1.151713,-0.02675,-0.121045,-0.123951,0.069278,0.140213,0.353831,0.378917,0.384271,0.303662,0.180136,0.033912,0.010527,867.806458,?,0,?,?
935,'2016/09/18 15:12:13:301',12,14.706622,1.131732,-0.036536,-0.121411,-0.108984,0.084976,0.149652,0.356574,0.380123,0.387245,0.306414,0.176477,0.034006,0.000396,870.567017,?,0,?,?
936,'2016/09/18 15:12:13:382',12,14.391911,1.127582,-0.03179,-0.113089,-0.103292,0.088312,0.150128,0.360411,0.386278,0.385126,0.304569,0.171265,0.03435,0.002936,872.890991,?,0,?,?
937,'2016/09/18 15:12:13:463',12,13.20379,1.10456,-0.023645,-0.101632,-0.093536,0.098791,0.163213,0.365745,0.38572,0.385743,0.304912,0.167544,0.036469,0.010695,873.599426,?,0,?,?
938,'2016/09/18 15:12:13:545',12,12.480976,1.103397,0.004971,-0.079531,-0.092666,0.095476,0.168435,0.359458,0.380008,0.37994,0.309929,0.175004,0.03989,0.013114,869.253235,?,0,?,?
939,'2016/09/18 15:12:13:708',12,11.988686,1.090547,0.025009,-0.084049,-0.12456,0.069899,0.161946,0.358647,0.381726,0.370322,0.316332,0.189656,0.038495,-0.007071,856.397461,?,0,?,?
940,'2016/09/18 15:12:13:777',12,12.656965,1.103514,0.033169,-0.086355,-0.129301,0.062959,0.15283,0.367568,0.388963,0.377054,0.323308,0.197826,0.048512,-0.006839,852.231995,?,0,?,?
941,'2016/09/18 15:12:13:858',12,13.080469,1.107225,0.040522,-0.093083,-0.144457,0.047423,0.141744,0.370055,0.390071,0.38146,0.3291,0.205507,0.05672,-0.005937,847.354187,?,0,?,?
942,'2016/09/18 15:12:13:940',12,13.581154,1.114065,0.038307,-0.10289,-0.153457,0.047213,0.145526,0.369511,0.393277,0.38622,0.337689,0.21517,0.057704,-0.010853,841.404114,?,0,?,?
943,'2016/09/18 15:12:14:021',12,13.524309,1.12579,0.051532,-0.095479,-0.15134,0.046449,0.141061,0.372458,0.398778,0.389967,0.339829,0.229631,0.072519,-0.004327,837.310669,?,0,?,?
944,'2016/09/18 15:12:14:102',12,13.627068,1.141102,0.064338,-0.094032,-0.162003,0.042676,0.142802,0.371086,0.399232,0.392149,0.343766,0.238679,0.077488,0.004418,832.73175,?,0,?,?
945,'2016/09/18 15:12:14:183',12,13.908938,1.142026,0.056481,-0.104474,-0.178783,0.037176,0.141035,0.371796,0.399601,0.396261,0.350966,0.254594,0.085928,0.005954,829.33667,?,0,?,?
946,'2016/09/18 15:12:14:265',12,14.161711,1.144218,0.0468,-0.114556,-0.184973,0.031782,0.146639,0.377695,0.409194,0.400896,0.361545,0.265756,0.085032,0.003125,827.668884,?,0,?,?
947,'2016/09/18 15:12:14:346',12,14.506222,1.147265,0.035749,-0.121071,-0.186886,0.030075,0.144998,0.386703,0.416879,0.401704,0.357745,0.259411,0.076171,0.00119,831.390686,?,0,?,?
948,'2016/09/18 15:12:14:427',12,15.224138,1.143504,0.0224,-0.134086,-0.20014,0.023108,0.14019,0.389593,0.421482,0.407904,0.363397,0.259972,0.070307,-0.004718,834.525146,?,0,?,?
949,'2016/09/18 15:12:14:578',12,14.038766,1.12013,0.039278,-0.09707,-0.175241,0.039086,0.141789,0.38132,0.419665,0.402471,0.357698,0.254717,0.074318,0.010841,836.687134,?,0,?,?
950,'2016/09/18 15:12:14:659',12,13.295298,1.112594,0.04793,-0.08563,-0.163835,0.044937,0.153249,0.385538,0.419874,0.404702,0.361831,0.257316,0.075221,0.016347,835.975464,?,0,?,?
951,'2016/09/18 15:12:14:741',12,12.937038,1.110631,0.067436,-0.069778,-0.166771,0.03098,0.142395,0.375377,0.410114,0.402212,0.359765,0.250229,0.072258,0.017548,835.695557,?,0,?,?
952,'2016/09/18 15:12:14:822',12,12.479163,1.114539,0.093892,-0.046188,-0.148072,0.03988,0.149427,0.37379,0.39154,0.383588,0.347992,0.238128,0.063092,0.012775,830.36853,?,0,?,?
953,'2016/09/18 15:12:14:903',12,12.00458,1.128591,0.109789,-0.032999,-0.132702,0.043437,0.149353,0.368086,0.38166,0.374804,0.34345,0.239283,0.063745,0.00588,825.643738,?,0,?,?
954,'2016/09/18 15:12:14:984',12,11.514285,1.133526,0.120814,-0.028652,-0.121621,0.046525,0.152564,0.358988,0.370829,0.36606,0.339991,0.238759,0.066367,0.005205,821.983643,?,0,?,?
955,'2016/09/18 15:12:15:066',12,11.754615,1.145001,0.127758,-0.025736,-0.121402,0.044105,0.143099,0.349911,0.360574,0.366229,0.340016,0.240743,0.070522,0.003291,817.821228,?,0,?,?
956,'2016/09/18 15:12:15:542',12,7.843679,1.084689,0.183849,0.03608,-0.062298,0.074721,0.189239,0.328873,0.33069,0.350915,0.339717,0.254859,0.097329,0.028029,800.061646,?,0,?,?
957,'2016/09/18 15:12:15:622',12,8.390854,1.083111,0.152434,0.004134,-0.08583,0.063291,0.184438,0.3316,0.347743,0.365989,0.348415,0.256056,0.099645,0.029655,805.006226,?,0,?,?
958,'2016/09/18 15:12:15:704',12,9.138362,1.070686,0.133255,-0.015793,-0.105384,0.058077,0.185668,0.340162,0.358355,0.372656,0.355409,0.258097,0.093547,0.029518,810.825439,?,0,?,?
959,'2016/09/18 15:12:15:866',12,8.988571,1.049587,0.123764,-0.011145,-0.091708,0.073216,0.193864,0.346128,0.366736,0.371441,0.345012,0.246554,0.088647,0.034873,822.898376,?,0,?,?
960,'2016/09/18 15:12:15:937',12,9.481943,1.059696,0.098275,-0.031932,-0.088843,0.08893,0.201266,0.355692,0.374309,0.377932,0.344667,0.235547,0.080294,0.029212,829.539856,?,0,?,?
961,'2016/09/18 15:12:16:017',12,9.952484,1.069782,0.081243,-0.045415,-0.087053,0.096173,0.212203,0.363705,0.377024,0.375369,0.34092,0.239103,0.074175,0.016435,835.182495,?,0,?,?
962,'2016/09/18 15:12:16:180',12,11.556381,1.105811,0.035288,-0.090674,-0.098382,0.099955,0.203471,0.36898,0.386218,0.370732,0.340023,0.236362,0.061531,0.000183,849.526794,?,0,?,?
963,'2016/09/18 15:12:16:262',12,12.077805,1.13122,0.018171,-0.116555,-0.109973,0.102192,0.197451,0.367128,0.385993,0.365482,0.333326,0.231621,0.057666,-0.008503,855.681152,?,0,?,?
964,'2016/09/18 15:12:16:343',12,12.152728,1.127132,0.012558,-0.121854,-0.110567,0.10325,0.194997,0.366371,0.377965,0.360544,0.327873,0.231768,0.056108,-0.013426,860.681335,?,0,?,?
965,'2016/09/18 15:12:16:424',12,11.817754,1.1198,0.016675,-0.114637,-0.100837,0.116016,0.204321,0.368685,0.376093,0.362837,0.330576,0.231924,0.047592,-0.020441,865.060913,?,0,?,?
966,'2016/09/18 15:12:16:587',12,11.05267,1.122048,0.018742,-0.106871,-0.083904,0.126928,0.210426,0.365362,0.373843,0.368681,0.331748,0.221301,0.033593,-0.032373,869.452087,?,0,?,?
967,'2016/09/18 15:12:24:980',13,3.174706,0.417403,0.160241,0.32184,0.335322,0.293403,0.222091,0.264726,0.215985,0.209134,0.240886,0.274113,0.217904,0.193218,3427.488281,?,1,?,?
968,'2016/09/18 15:12:25:062',13,6.813892,0.361216,0.09392,0.31541,0.343183,0.283878,0.181426,0.272947,0.225417,0.196179,0.228008,0.298105,0.223439,0.166757,3414.720215,?,1,?,?
969,'2016/09/18 15:12:25:142',13,10.170048,0.310342,0.021506,0.305351,0.355117,0.282836,0.15794,0.285708,0.237663,0.188168,0.218771,0.318488,0.228509,0.143494,3399.229492,?,1,?,?
970,'2016/09/18 15:12:25:224',13,14.014111,0.257173,-0.040069,0.310795,0.378142,0.27846,0.124592,0.295899,0.242714,0.174924,0.196837,0.329896,0.236397,0.118716,3386.320068,?,1,?,?
971,'2016/09/18 15:12:25:305',13,18.6385,0.196757,-0.109564,0.312981,0.396692,0.279906,0.107609,0.322127,0.265595,0.168634,0.186555,0.350439,0.242589,0.091038,3377.640625,?,1,?,?
972,'2016/09/18 15:12:25:387',13,22.916157,0.13922,-0.17648,0.319291,0.41702,0.268904,0.071567,0.334953,0.274234,0.150492,0.173404,0.37927,0.257573,0.08037,3367.353027,?,1,?,?
973,'2016/09/18 15:12:25:457',13,26.176203,0.089427,-0.235088,0.322654,0.435084,0.275991,0.046778,0.360957,0.281016,0.141947,0.168544,0.405703,0.279425,0.062324,3355.953369,?,1,?,?
974,'2016/09/18 15:12:25:537',13,29.217295,0.051367,-0.27998,0.337432,0.4586,0.287886,0.015884,0.378465,0.289961,0.129738,0.15641,0.426969,0.291769,0.052159,3344.973877,?,1,?,?
975,'2016/09/18 15:12:25:619',13,32.399204,-0.008867,-0.333227,0.333057,0.471737,0.287865,-0.014765,0.390931,0.299097,0.117322,0.141267,0.444782,0.301298,0.028426,3332.996826,?,1,?,?
976,'2016/09/18 15:12:25:700',13,35.367203,-0.025306,-0.350878,0.332532,0.484475,0.278135,-0.029563,0.406117,0.316035,0.099884,0.118654,0.463224,0.314138,0.016649,3320.294434,?,1,?,?
977,'2016/09/18 15:12:25:781',13,35.583317,-0.005258,-0.331323,0.358223,0.505951,0.289905,-0.018204,0.431001,0.32802,0.093997,0.111067,0.458023,0.315551,0.013838,3324.812256,?,1,?,?
978,'2016/09/18 15:12:25:863',13,37.197655,0.012767,-0.324709,0.374845,0.526956,0.30182,-0.001311,0.452513,0.340452,0.101546,0.119045,0.46085,0.320618,0.011576,3329.970459,?,1,?,?
979,'2016/09/18 15:12:25:944',13,39.127514,0.011519,-0.319715,0.393749,0.543065,0.302673,-0.00678,0.477183,0.344075,0.1012,0.114927,0.465994,0.326515,0.01488,3337.230225,?,1,?,?
980,'2016/09/18 15:12:26:025',13,40.701866,0.032386,-0.314,0.414552,0.564913,0.319256,0.003164,0.498722,0.348629,0.097206,0.12677,0.481202,0.328005,0.004421,3341.958984,?,1,?,?
981,'2016/09/18 15:12:26:106',13,41.097805,0.054535,-0.311927,0.419845,0.56559,0.313673,-0.009837,0.499477,0.342911,0.091449,0.120321,0.485444,0.331101,0.012445,3342.952148,?,1,?,?
982,'2016/09/18 15:12:26:176',13,40.928337,0.079262,-0.301909,0.433219,0.57327,0.33175,0.004486,0.521981,0.352117,0.095592,0.118872,0.495405,0.336277,0.004459,3345.200928,?,1,?,?
983,'2016/09/18 15:12:26:257',13,42.5326,0.105698,-0.301806,0.456158,0.586926,0.3244,0.011101,0.526186,0.370233,0.092948,0.107443,0.506051,0.327119,0.00353,3346.666016,?,1,?,?
984,'2016/09/18 15:12:26:338',13,43.408562,0.130825,-0.299186,0.455871,0.595638,0.322923,0.019686,0.532917,0.376872,0.092918,0.1006,0.514785,0.335476,-0.004009,3346.276855,?,1,?,?
985,'2016/09/18 15:12:26:420',13,44.924519,0.158782,-0.290885,0.485295,0.611805,0.325032,0.013709,0.538083,0.383882,0.09186,0.093891,0.525455,0.345178,-0.005636,3348.282227,?,1,?,?
986,'2016/09/18 15:12:26:501',13,45.296955,0.183067,-0.284596,0.504546,0.622761,0.320007,0.012054,0.533615,0.397738,0.09032,0.094827,0.538399,0.345368,-0.010589,3350.039307,?,1,?,?
987,'2016/09/18 15:12:26:582',13,46.551018,0.172911,-0.307971,0.485057,0.607031,0.299109,0.002829,0.520154,0.39084,0.075999,0.084932,0.539141,0.34005,-0.022725,3352.263672,?,1,?,?
988,'2016/09/18 15:12:26:663',13,45.736053,0.173801,-0.326411,0.479186,0.596253,0.29024,-0.010084,0.513289,0.387838,0.062428,0.079359,0.54366,0.341034,-0.022705,3350.931396,?,1,?,?
989,'2016/09/18 15:12:26:744',13,44.598759,0.215129,-0.326,0.484778,0.604504,0.297226,0.000013,0.501201,0.399845,0.057725,0.075703,0.550195,0.345189,-0.021883,3349.318848,?,1,?,?
990,'2016/09/18 15:12:26:826',13,42.51474,0.205274,-0.344708,0.472101,0.585924,0.290564,0.004047,0.49304,0.406982,0.061805,0.065653,0.548234,0.342759,-0.01676,3346.25293,?,1,?,?
991,'2016/09/18 15:12:26:895',13,41.222847,0.223262,-0.336794,0.484471,0.594586,0.29916,0.014324,0.495972,0.416773,0.058935,0.064089,0.554545,0.344183,-0.01845,3342.667725,?,1,?,?
992,'2016/09/18 15:12:26:977',13,41.641018,0.220094,-0.356239,0.474433,0.594361,0.291019,0.003486,0.482063,0.417595,0.055585,0.060746,0.544222,0.340459,-0.016915,3343.433105,?,1,?,?
993,'2016/09/18 15:12:27:058',13,41.828629,0.204709,-0.375307,0.456115,0.57707,0.278281,-0.011702,0.468675,0.411482,0.049577,0.057916,0.537711,0.340084,-0.020784,3343.474854,?,1,?,?
994,'2016/09/18 15:12:27:139',13,42.360771,0.198063,-0.391965,0.464717,0.569873,0.263736,-0.021594,0.453953,0.414261,0.034834,0.051703,0.533508,0.33265,-0.023568,3344.797363,?,1,?,?
995,'2016/09/18 15:12:27:220',13,41.916466,0.201516,-0.396736,0.454373,0.56412,0.257885,-0.012847,0.458751,0.425199,0.03958,0.055472,0.527896,0.323924,-0.024197,3346.599121,?,1,?,?
996,'2016/09/18 15:12:27:302',13,42.626842,0.181994,-0.410671,0.450516,0.552798,0.256729,-0.015773,0.455814,0.419575,0.037077,0.044679,0.524122,0.318995,-0.031368,3347.914551,?,1,?,?
997,'2016/09/18 15:12:27:384',13,43.058468,0.176241,-0.410951,0.46259,0.559901,0.262597,-0.009211,0.45924,0.436681,0.044616,0.041051,0.531841,0.320623,-0.028617,3348.140625,?,1,?,?
998,'2016/09/18 15:12:27:464',13,42.896023,0.174023,-0.410034,0.467195,0.56097,0.264316,-0.000489,0.453869,0.442094,0.043275,0.020676,0.523162,0.307416,-0.031896,3347.885498,?,1,?,?
999,'2016/09/18 15:12:27:546',13,43.05022,0.151423,-0.422052,0.458403,0.547746,0.257012,-0.009252,0.44999,0.432739,0.036985,0.020358,0.52067,0.29968,-0.03768,3348.699951,?,1,?,?
1000,'2016/09/18 15:12:27:615',13,43.762978,0.156555,-0.425969,0.456268,0.550092,0.25164,-0.018349,0.446095,0.43203,0.032138,0.017715,0.517506,0.302129,-0.030949,3350.735596,?,1,?,?
1001,'2016/09/18 15:12:27:697',13,43.768295,0.147339,-0.436926,0.449409,0.54324,0.240417,-0.028064,0.44042,0.427321,0.026323,0.01443,0.521429,0.295916,-0.0323,3356.800537,?,1,?,?
1002,'2016/09/18 15:12:27:779',13,43.408451,0.147449,-0.427891,0.461361,0.545598,0.233058,-0.026336,0.442638,0.421946,0.019748,0.01614,0.528458,0.287019,-0.035863,3357.88501,?,1,?,?
1003,'2016/09/18 15:12:27:859',13,42.428207,0.155059,-0.429841,0.465139,0.548791,0.234142,-0.025029,0.452031,0.418488,0.012357,0.019154,0.530671,0.283908,-0.037471,3362.462646,?,1,?,?
1004,'2016/09/18 15:12:27:940',13,42.037643,0.154506,-0.437312,0.456272,0.550912,0.235461,-0.02111,0.463505,0.410188,0.006894,0.024761,0.532042,0.271679,-0.045345,3369.681152,?,1,?,?
1005,'2016/09/18 15:12:28:022',13,41.650707,0.151177,-0.443538,0.458001,0.54841,0.231653,-0.014137,0.462623,0.390176,-0.007532,0.032421,0.538412,0.252083,-0.040119,3376.887207,?,1,?,?
1006,'2016/09/18 15:12:28:103',13,41.271587,0.16774,-0.43609,0.458249,0.550208,0.223928,-0.009673,0.471905,0.385553,-0.010782,0.050459,0.538641,0.241885,-0.031337,3385.850586,?,1,?,?
1007,'2016/09/18 15:12:28:184',13,40.227516,0.176147,-0.430555,0.455581,0.550369,0.216385,-0.01014,0.478622,0.367846,-0.014988,0.071824,0.541639,0.232044,-0.024692,3393.823242,?,1,?,?
1008,'2016/09/18 15:12:28:265',13,39.682907,0.179253,-0.424635,0.450233,0.550485,0.203239,-0.013546,0.489208,0.34846,-0.026434,0.094182,0.543435,0.218583,-0.02198,3403.893311,?,1,?,?
1009,'2016/09/18 15:12:28:335',13,38.748192,0.191033,-0.413567,0.448912,0.547675,0.19726,-0.011375,0.502201,0.34506,-0.029544,0.101576,0.538062,0.203049,-0.018687,3413.355957,?,1,?,?
1010,'2016/09/18 15:12:28:416',13,38.185104,0.19513,-0.402622,0.452129,0.545724,0.186062,-0.012268,0.511116,0.34526,-0.03067,0.115733,0.54247,0.187266,-0.014664,3422.322998,?,1,?,?
1011,'2016/09/18 15:12:28:498',13,37.099739,0.200694,-0.397528,0.445737,0.540392,0.179107,-0.005334,0.5153,0.334456,-0.037073,0.132397,0.53684,0.174374,-0.006836,3431.38501,?,1,?,?
1012,'2016/09/18 15:12:28:579',13,35.112968,0.213336,-0.380127,0.439737,0.525395,0.177748,0.004595,0.521439,0.324422,-0.034792,0.144355,0.523468,0.160706,-0.006782,3441.2229,?,1,?,?
1013,'2016/09/18 15:12:28:823',13,29.018183,0.24117,-0.309339,0.426511,0.503096,0.174479,0.010392,0.517658,0.305531,-0.014703,0.161484,0.5006,0.166025,0.030451,3463.589844,?,1,?,?
1014,'2016/09/18 15:12:28:904',13,28.280331,0.228612,-0.300908,0.425428,0.506623,0.176692,0.01111,0.521261,0.297956,-0.017949,0.159417,0.497905,0.167306,0.023866,3465.571533,?,1,?,?
1015,'2016/09/18 15:12:28:986',13,27.607252,0.230993,-0.296178,0.424375,0.500019,0.17056,0.013629,0.52187,0.29623,-0.016024,0.16047,0.491239,0.166313,0.028504,3469.855713,?,1,?,?
1016,'2016/09/18 15:12:29:067',13,26.86511,0.241681,-0.291996,0.432662,0.500338,0.172195,0.021765,0.527501,0.299991,-0.00848,0.166701,0.494132,0.182251,0.042845,3470.256348,?,1,?,?
1017,'2016/09/18 15:12:29:137',13,27.865526,0.234655,-0.299359,0.434957,0.496871,0.166688,0.009185,0.521362,0.298981,-0.008516,0.165664,0.494753,0.196582,0.042024,3468.329102,?,1,?,?
1018,'2016/09/18 15:12:29:218',13,28.964111,0.226351,-0.2941,0.443237,0.504443,0.173491,0.00624,0.527857,0.29254,-0.011947,0.163681,0.502,0.210934,0.033169,3468.091309,?,1,?,?
1019,'2016/09/18 15:12:29:299',13,29.820932,0.227112,-0.294502,0.446828,0.517874,0.184012,0.008463,0.543055,0.302913,-0.001414,0.164155,0.504644,0.227635,0.035085,3465.806152,?,1,?,?
1020,'2016/09/18 15:12:29:380',13,30.252319,0.232123,-0.30018,0.455839,0.530889,0.180874,0.006077,0.543845,0.308818,0.002179,0.168045,0.512967,0.236693,0.047874,3468.169189,?,1,?,?
1021,'2016/09/18 15:12:29:462',13,31.796064,0.222306,-0.3258,0.456674,0.537723,0.16481,-0.001747,0.552067,0.314484,-0.008128,0.169135,0.526985,0.237641,0.038154,3468.331787,?,1,?,?
1022,'2016/09/18 15:12:29:543',13,33.648228,0.200834,-0.335949,0.463625,0.538668,0.165122,-0.002098,0.552905,0.314611,-0.005558,0.180333,0.544517,0.238264,0.039673,3465.792969,?,1,?,?
1023,'2016/09/18 15:12:29:624',13,33.435337,0.214816,-0.337559,0.468254,0.539165,0.16527,0.003538,0.559325,0.309747,-0.006841,0.183986,0.536324,0.231528,0.044503,3470.599854,?,1,?,?
1024,'2016/09/18 15:12:29:705',13,32.928047,0.23645,-0.338931,0.469453,0.534557,0.162238,0.012546,0.556051,0.308424,-0.001982,0.192301,0.532646,0.226969,0.04957,3479.023682,?,1,?,?
1025,'2016/09/18 15:12:29:787',13,32.356327,0.242597,-0.334853,0.471138,0.534215,0.158625,0.00867,0.557082,0.311837,-0.000291,0.196477,0.532252,0.226505,0.05499,3483.84668,?,1,?,?
1026,'2016/09/18 15:12:30:019',13,25.619614,0.281544,-0.288984,0.449396,0.493628,0.149489,0.041896,0.525205,0.292717,0.033427,0.212027,0.491214,0.196885,0.08215,3509.583496,?,1,?,?
1027,'2016/09/18 15:12:30:100',13,25.338173,0.272196,-0.290349,0.449022,0.48382,0.133136,0.035659,0.508441,0.279736,0.027428,0.209481,0.482466,0.187365,0.081866,3516.230469,?,1,?,?
1028,'2016/09/18 15:12:30:181',13,25.950764,0.25693,-0.295879,0.440982,0.470554,0.130706,0.033473,0.503709,0.278273,0.01884,0.205309,0.487932,0.175565,0.077734,3518.619873,?,1,?,?
1029,'2016/09/18 15:12:30:262',13,26.032734,0.249991,-0.294243,0.443687,0.467447,0.135119,0.040077,0.506143,0.28929,0.02107,0.209374,0.500178,0.17082,0.077767,3520.506348,?,1,?,?
1030,'2016/09/18 15:12:30:344',13,25.592287,0.252742,-0.300969,0.439316,0.466807,0.129782,0.04207,0.497781,0.288564,0.018264,0.204863,0.486877,0.158483,0.076808,3525.555664,?,1,?,?
1031,'2016/09/18 15:12:30:425',13,25.21793,0.259388,-0.299456,0.436847,0.460923,0.124389,0.037416,0.491515,0.296669,0.018222,0.198491,0.48552,0.151186,0.080634,3531.746582,?,1,?,?
1032,'2016/09/18 15:12:30:506',13,25.441748,0.247844,-0.304991,0.433024,0.448853,0.116231,0.022526,0.478702,0.305247,0.017468,0.198662,0.489069,0.150113,0.083839,3531.848145,?,1,?,?
1033,'2016/09/18 15:12:30:576',13,26.727726,0.242059,-0.306083,0.433522,0.446578,0.116264,0.021385,0.476202,0.307995,0.015436,0.196618,0.494428,0.145269,0.06956,3534.838135,?,1,?,?
1034,'2016/09/18 15:12:30:657',13,27.894232,0.227077,-0.324029,0.431583,0.440466,0.112835,0.015871,0.475601,0.319905,-0.001296,0.194191,0.515145,0.138729,0.069099,3537.600586,?,1,?,?
1035,'2016/09/18 15:12:30:738',13,29.681814,0.212932,-0.346053,0.443957,0.449871,0.108433,0.00847,0.477686,0.338121,-0.012768,0.208117,0.544707,0.127924,0.061719,3539.888672,?,1,?,?
1036,'2016/09/18 15:12:30:820',13,29.968828,0.195207,-0.342803,0.454913,0.452783,0.126503,0.016347,0.480386,0.351695,-0.006969,0.200822,0.544601,0.10719,0.064002,3544.384277,?,1,?,?
1037,'2016/09/18 15:12:33:223',13,4.772762,0.66462,0.149419,0.163103,0.113973,0.208961,0.176081,0.189653,0.135541,0.189573,0.292351,0.293339,0.272086,0.24785,3265.322021,?,1,?,?
1038,'2016/09/18 15:12:33:304',13,7.737306,0.637242,0.10225,0.111094,0.070841,0.20416,0.164256,0.187991,0.11203,0.176458,0.274721,0.271666,0.267868,0.268628,2952.961182,?,1,?,?
